,X,ID,C1_B1,C1_B2,C1_B5,C1_B10,C1_B11,C1_B12,C1_B13,C1_B14,C1_B15,C1_B16,C1_B17,C1_B18,C1_B19,C1_B20,C1_B21,C1_B22,C1_B23,C1_B24,C1_B25,C2_B1,C2_B2,C2_B5,C2_B10,C2_B11,C2_B12,C2_B13,C2_B14,C2_B15,C2_B16,C2_B17,C2_B18,C2_B19,C2_B20,C2_B21,C2_B22,C2_B23,C2_B24,C2_B25,C3_B1,C3_B2,C3_B5,C3_B10,C3_B11,C3_B12,C3_B13,C3_B14,C3_B15,C3_B16,C3_B17,C3_B18,C3_B19,C3_B20,C3_B21,C3_B22,C3_B23,C3_B24,C3_B25,C1_AG1,C1_AG2,C1_AG3,C1_AG4,C2_AG1,C2_AG2,C2_AG3,C2_AG4,C3_AG1,C3_AG2,C3_AG3,C3_AG4,FSM,C1_SConcern1,C1_SConcern2,C1_SConcern3,C1_SConcern4,C1_SConcern5,C1_SConcern6,C1_SConcern7,C1_SConcern8,C1_SConcern9,C1_SConcern10,C1_SConcern11,C1_SConcern12,C1_SConcern13,C1_SConcern14,C1_SConcern15,C1_SConcern16,C1_SConcern17,C1_SConcern18,C1_SConcern19,C1_SConcern20,C2_SConcern1,C2_SConcern2,C2_SConcern3,C2_SConcern4,C2_SConcern5,C2_SConcern6,C2_SConcern7,C2_SConcern8,C2_SConcern9,C2_SConcern10,C2_SConcern11,C2_SConcern12,C2_SConcern13,C2_SConcern14,C2_SConcern15,C2_SConcern16,C2_SConcern17,C2_SConcern18,C2_SConcern19,C2_SConcern20,C3_SConcern1,C3_SConcern2,C3_SConcern3,C3_SConcern4,C3_SConcern5,C3_SConcern6,C3_SConcern7,C3_SConcern8,C3_SConcern9,C3_SConcern10,C3_SConcern11,C3_SConcern12,C3_SConcern13,C3_SConcern14,C3_SConcern15,C3_SConcern16,C3_SConcern17,C3_SConcern18,C3_SConcern19,C3_SConcern20,C2_SL1,C2_SL2,C2_SL3,C2_SL4,C2_SL5,C3_SL1,C3_SL2,C3_SL3,C3_SL4,C3_SL5,C1_LT1,C1_LT2,C1_LT3,C1_LT4,C1_LT5,C1_LT6,C1_LT7,C1_LT8,C1_LT9,C1_LT10,C2_LT1,C2_LT2,C2_LT3,C2_LT4,C2_LT5,C2_LT6,C2_LT7,C2_LT8,C2_LT9,C2_LT10,C3_LT1,C3_LT2,C3_LT3,C3_LT4,C3_LT5,C3_LT6,C3_LT7,C3_LT8,C3_LT9,C3_LT10,C1_L1,C1_L2,C1_L3,C1_L4,C1_L5,C1_L6,C1_L7,C1_L8,C1_L9,C1_L10,C1_L11,C1_L12,C1_L13,C1_L14,C1_L15,C2_L1,C2_L2,C2_L6,C2_L7,C2_L11,C2_L14,C2_L15,C3_L1,C3_L2,C3_L6,C3_L7,C3_L11,C3_L14,C3_L15,KS2MathstestNUM,KS2EnglishtestNUM,KS2EnglishTANUM,KS2EngComb
11,11,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Often,Always,Sometimes,Often,Sometimes,Often,Often,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,5,6,7,I get extremely worried about it,Not at all worried,4,Not at all worried,2,8,3,Not at all worried,4,6,I get extremely worried about it,Not at all worried,Not at all worried,6,I get extremely worried about it,7,Not at all worried,2,Not at all worried,Not at all worried,2,Not at all worried,2,Not at all worried,4,2,3,Not at all worried,5,4,Not at all worried,Not at all worried,3,6,7,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,yes,NO!!,no,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NO!!,Yes,No,YES!!,NO!!,Yes,No,Yes,YES!!,yes,no,yes,NO!!,yes,no,yes,no,yes,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Sometimes true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,4,4,NA,4
12,12,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,NA,NA,NA,NA,Sometimes,Often,Often,Often,Sometimes,Always,Often,Always,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,2,2,2,3,2,2,4,2,3,2,Not at all worried,Not at all worried,Not at all worried,4,2,3,2,2,4,3,5,4,YES!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,NO!!,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NO!!,YES!!,Yes,YES!!,No,YES!!,YES!!,yes,yes,yes,no,yes,YES!!,yes,no,YES!!,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,5,5,NA,5
13,13,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,NA,Sort of true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,Often,Always,Always,Always,Always,Often,Often,Often,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,3,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,NA,Not at all worried,Not at all worried,Not at all worried,NA,Not at all worried,Not at all worried,Not at all worried,NA,Not at all worried,Not at all worried,Not at all worried,NA,Not at all worried,Not at all worried,3,NA,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,NO!!,YES!!,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NO!!,YES!!,NO!!,YES!!,NO!!,YES!!,No,YES!!,YES!!,yes,yes,no,no,yes,no,yes,no,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Always true,Not true at all,NA,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,4,4,NA,4
14,14,1014,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Not true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Sort of true,Certainly true,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Often,Always,Often,Sometimes,Seldom,Often,Always,Sometimes,Sometimes,Sometimes,Sometimes,NA,No,4,5,3,Not at all worried,2,4,2,Not at all worried,Not at all worried,4,4,Not at all worried,2,2,2,Not at all worried,5,Not at all worried,Not at all worried,2,8,9,4,6,9,5,7,Not at all worried,2,7,6,5,7,3,9,6,5,9,I get extremely worried about it,4,6,8,3,4,5,3,6,2,2,2,5,2,7,Not at all worried,3,2,4,6,3,4,YES!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,NO!!,YES!!,NA,YES!!,No,NA,No,NA,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,YES!!,No,No,Yes,yes,yes,no,no,yes,yes,yes,no,no,yes,Sometimes true,Not true at all,True most of the time,Sometimes true,Sometimes true,Not true at all,True most of the time,Sometimes true,True most of the time,Always true,Not true at all,Sometimes true,Hardly ever true,Not true at all,Hardly ever true,True most of the time,Not true at all,Not true at all,Hardly ever true,Hardly ever true,Not true at all,True most of the time,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,4,5,NA,5
15,15,1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Certainly true,Certainly true,Certainly true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Certainly true,NA,NA,NA,NA,Often,Always,Often,Often,Sometimes,Often,Always,Always,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,6,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,YES!!,yes,NO!!,yes,NO!!,YES!!,NO!!,yes,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NO!!,Yes,NO!!,YES!!,Yes,Yes,NO!!,No,Yes,YES!!,NO!!,YES!!,NO!!,YES!!,NO!!,YES!!,no,YES!!,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,5,5,NA,5
16,16,1016,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Certainly true,Not true,Certainly true,Sort of true,Certainly true,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Sort of true,Certainly true,Not true,Not true,Certainly true,Certainly true,Not true,Sort of true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Certainly true,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,No,4,5,4,Not at all worried,6,7,Not at all worried,Not at all worried,Not at all worried,3,2,Not at all worried,5,Not at all worried,8,Not at all worried,6,Not at all worried,6,7,7,6,7,Not at all worried,I get extremely worried about it,4,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,6,Not at all worried,3,Not at all worried,I get extremely worried about it,9,Not at all worried,2,Not at all worried,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,YES!!,NO!!,no,YES!!,NO!!,yes,NO!!,no,YES!!,NO!!,Yes,NO!!,Yes,NO!!,YES!!,Yes,NA,NO!!,YES!!,YES!!,Yes,NO!!,Yes,NO!!,YES!!,NO!!,YES!!,NO!!,YES!!,YES!!,YES!!,NO!!,yes,NO!!,YES!!,no,yes,NO!!,yes,yes,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,4,5,NA,5
17,17,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Not true,Sort of true,Certainly true,Certainly true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Not true,Certainly true,Certainly true,Sort of true,Sort of true,Not true,Not true,Not true,NA,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,NA,NA,NA,NA,Seldom,Seldom,Sometimes,Seldom,Often,Always,Always,Always,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,2,5,3,5,Not at all worried,2,2,Not at all worried,Not at all worried,2,6,7,2,Not at all worried,I get extremely worried about it,Not at all worried,Not at all worried,8,I get extremely worried about it,3,Not at all worried,6,8,5,Not at all worried,3,Not at all worried,5,I get extremely worried about it,Not at all worried,2,6,Not at all worried,I get extremely worried about it,2,I get extremely worried about it,I get extremely worried about it,YES!!,no,no,YES!!,NO!!,YES!!,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,No,YES!!,Yes,No,Yes,No,NO!!,NO!!,NO!!,YES!!,no,YES!!,no,NO!!,NO!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Not true at all,Not true at all,Hardly ever true,NA,Hardly ever true,Hardly ever true,Sometimes true,Hardly ever true,Hardly ever true,Sometimes true,True most of the time,Hardly ever true,Not true at all,4,4,NA,4
18,18,1018,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Certainly true,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Not true,NA,Certainly true,Sort of true,Not true,Sort of true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Sort of true,Always,Often,Always,Often,NA,NA,NA,NA,Often,Sometimes,Often,Always,No,Not at all worried,2,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,4,Not at all worried,7,Not at all worried,Not at all worried,Not at all worried,Not at all worried,9,3,3,3,2,Not at all worried,2,Not at all worried,4,2,Not at all worried,Not at all worried,2,3,6,Not at all worried,2,Not at all worried,3,5,7,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,6,Not at all worried,Not at all worried,Not at all worried,3,4,7,Not at all worried,Not at all worried,Not at all worried,Not at all worried,8,Not at all worried,Not at all worried,YES!!,NO!!,no,YES!!,no,yes,NO!!,yes,YES!!,NO!!,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,no,yes,no,no,yes,no,yes,no,yes,no,True most of the time,Not true at all,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,NA,NA,NA,NA,NA,NA,NA,Always true,Hardly ever true,Not true at all,Always true,Not true at all,Not true at all,Always true,5,5,NA,5
19,19,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,1020,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Not true,Not true,Certainly true,Often,Sometimes,Always,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Often,Seldom,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,6,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,4,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,NO!!,YES!!,NO!!,Yes,NO!!,Yes,NO!!,YES!!,No,YES!!,NO!!,Yes,YES!!,YES!!,NO!!,YES!!,NO!!,YES!!,No,YES!!,NO!!,YES!!,YES!!,YES!!,NO!!,yes,NO!!,YES!!,NO!!,YES!!,NO!!,YES!!,YES!!,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,4,5,NA,5
21,21,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Sort of true,NA,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Certainly true,Sort of true,Sort of true,Certainly true,Not true,Certainly true,Not true,Not true,Certainly true,Certainly true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Not true,Not true,NA,NA,NA,NA,Always,Often,Always,Always,Often,Often,Sometimes,Often,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,I get extremely worried about it,Not at all worried,3,Not at all worried,Not at all worried,5,Not at all worried,Not at all worried,5,Not at all worried,Not at all worried,2,I get extremely worried about it,Not at all worried,Not at all worried,8,Not at all worried,I get extremely worried about it,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,NO!!,YES!!,NO!!,no,yes,yes,NO!!,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,Yes,No,NO!!,YES!!,NO!!,YES!!,NO!!,Yes,YES!!,no,no,NO!!,yes,yes,YES!!,yes,NO!!,NO!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,True most of the time,4,4,NA,4
22,22,1022,Sort of true,Sort of true,Not true,Not true,Certainly true,Sort of true,Not true,Not true,Certainly true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Certainly true,Sort of true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Sort of true,Sort of true,Not true,Not true,Sort of true,Certainly true,Not true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Not true,Not true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Certainly true,Not true,Sort of true,Not true,Certainly true,Often,Often,Often,Always,Sometimes,Always,Often,Always,Sometimes,Always,Always,Always,No,Not at all worried,3,7,6,Not at all worried,Not at all worried,5,Not at all worried,3,3,Not at all worried,I get extremely worried about it,2,Not at all worried,6,Not at all worried,5,I get extremely worried about it,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,3,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,no,YES!!,no,yes,no,no,YES!!,NO!!,Yes,YES!!,NO!!,No,Yes,YES!!,YES!!,No,YES!!,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,no,no,no,no,yes,yes,yes,no,yes,yes,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,4,5,NA,5
23,23,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Certainly true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Certainly true,Certainly true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,NA,NA,NA,NA,Often,Always,Sometimes,Seldom,Sometimes,Seldom,Often,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,2,Not at all worried,Not at all worried,7,5,Not at all worried,4,7,3,2,6,Not at all worried,3,Not at all worried,4,3,I get extremely worried about it,4,8,6,4,2,3,3,6,Not at all worried,Not at all worried,8,6,Not at all worried,5,Not at all worried,2,Not at all worried,8,7,I get extremely worried about it,8,yes,NO!!,no,YES!!,NO!!,yes,NO!!,yes,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,YES!!,Yes,NO!!,Yes,No,Yes,No,Yes,YES!!,yes,no,no,no,YES!!,no,yes,no,yes,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Hardly ever true,Hardly ever true,Always true,Sometimes true,Hardly ever true,True most of the time,True most of the time,Not true at all,Not true at all,Always true,Hardly ever true,Not true at all,True most of the time,4,5,NA,5
24,24,1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Certainly true,Certainly true,Sort of true,Certainly true,Not true,Sort of true,Sort of true,Certainly true,Certainly true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Certainly true,Certainly true,Sort of true,Sort of true,Certainly true,Not true,Certainly true,Sort of true,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Not true,Certainly true,Sort of true,Not true,Not true,Certainly true,Sort of true,Certainly true,NA,NA,NA,NA,Often,Always,Often,Always,Often,Always,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,NO!!,YES!!,NO!!,yes,no,yes,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,No,YES!!,NO!!,Yes,No,YES!!,Yes,Yes,YES!!,yes,NO!!,YES!!,NO!!,YES!!,no,yes,NO!!,yes,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,True most of the time,Sometimes true,Always true,True most of the time,Sometimes true,Sometimes true,Hardly ever true,Not true at all,Sometimes true,Not true at all,Always true,Hardly ever true,Not true at all,4,5,NA,5
